statement_id,significance
115,Pathogenic
116,Benign
117,Benign
118,Pathogenic
119,Pathogenic
120,Pathogenic
121,Pathogenic
122,Pathogenic
123,Pathogenic
124,Pathogenic
125,Pathogenic
126,Pathogenic
127,Pathogenic
128,Pathogenic
129,Pathogenic
130,Pathogenic
131,Pathogenic
132,Pathogenic
133,Pathogenic
134,Pathogenic
135,Pathogenic/Likely pathogenic
136,Pathogenic/Likely pathogenic
137,Pathogenic/Likely pathogenic
138,Pathogenic/Likely pathogenic
139,Pathogenic/Likely pathogenic
140,Pathogenic/Likely pathogenic
141,Pathogenic/Likely pathogenic
142,Pathogenic/Likely pathogenic
143,Conflicting interpretations of pathogenicity
144,Conflicting interpretations of pathogenicity
145,Conflicting interpretations of pathogenicity
146,Conflicting interpretations of pathogenicity
147,Conflicting interpretations of pathogenicity
148,Conflicting interpretations of pathogenicity
149,Conflicting interpretations of pathogenicity
150,Pathogenic
151,Pathogenic/Likely pathogenic
152,Pathogenic/Likely pathogenic
153,Pathogenic/Likely pathogenic
154,Pathogenic/Likely pathogenic
155,Pathogenic
156,Uncertain significance
157,Uncertain significance
158,Pathogenic/Likely pathogenic
159,Pathogenic/Likely pathogenic
160,Pathogenic/Likely pathogenic
161,Pathogenic/Likely pathogenic
162,Pathogenic/Likely pathogenic
163,Pathogenic/Likely pathogenic
164,Pathogenic/Likely pathogenic
165,Pathogenic/Likely pathogenic
166,Pathogenic/Likely pathogenic
167,Conflicting interpretations of pathogenicity
168,Conflicting interpretations of pathogenicity
169,Conflicting interpretations of pathogenicity
170,Conflicting interpretations of pathogenicity
171,Conflicting interpretations of pathogenicity
172,Uncertain significance
173,Uncertain significance
174,Uncertain significance
175,Uncertain significance
176,Pathogenic/Likely pathogenic
177,Pathogenic/Likely pathogenic
178,Pathogenic/Likely pathogenic
179,Pathogenic/Likely pathogenic
180,Pathogenic/Likely pathogenic
181,Pathogenic
182,Pathogenic
183,Pathogenic
184,Pathogenic
185,Pathogenic/Likely pathogenic
186,Pathogenic/Likely pathogenic
187,Pathogenic
188,Uncertain significance
189,Pathogenic
190,Conflicting interpretations of pathogenicity
191,Conflicting interpretations of pathogenicity
192,Uncertain significance
193,Pathogenic
194,Pathogenic
195,Pathogenic/Likely pathogenic
196,Pathogenic
197,Pathogenic
198,Conflicting interpretations of pathogenicity
199,Conflicting interpretations of pathogenicity
200,Pathogenic
201,Pathogenic
202,Pathogenic
203,Pathogenic
204,Pathogenic
205,Benign
206,Likely pathogenic
207,Likely pathogenic
208,Pathogenic
209,Benign
210,Pathogenic/Likely pathogenic
211,Pathogenic/Likely pathogenic
212,Pathogenic
213,Pathogenic
214,Pathogenic
215,Pathogenic
216,Pathogenic
217,Pathogenic
218,Pathogenic/Likely pathogenic
219,Pathogenic
220,Pathogenic
221,Pathogenic
222,Pathogenic/Likely pathogenic
223,Pathogenic/Likely pathogenic
224,Pathogenic
225,Pathogenic
226,Pathogenic
227,Pathogenic
228,Pathogenic
229,Pathogenic
230,Uncertain significance
231,Pathogenic
232,Pathogenic
233,Pathogenic
234,Pathogenic/Likely pathogenic
235,Pathogenic
236,Pathogenic/Likely pathogenic
237,Pathogenic/Likely pathogenic
238,Pathogenic/Likely pathogenic
239,Pathogenic
240,Pathogenic/Likely pathogenic
241,Pathogenic/Likely pathogenic
242,Pathogenic/Likely pathogenic
243,Pathogenic/Likely pathogenic
244,Pathogenic/Likely pathogenic
245,Pathogenic/Likely pathogenic
246,Pathogenic
247,Pathogenic
248,Pathogenic
249,Pathogenic/Likely pathogenic
250,Pathogenic/Likely pathogenic
251,Pathogenic
252,Pathogenic; risk factor
253,Pathogenic; risk factor
254,risk factor
255,Pathogenic; risk factor
256,Pathogenic; risk factor
257,Likely pathogenic
258,Pathogenic
259,Likely pathogenic
260,Pathogenic/Likely pathogenic
261,Pathogenic
262,Pathogenic
263,Pathogenic
264,Pathogenic
265,Pathogenic
266,Pathogenic
267,Pathogenic
268,Conflicting interpretations of pathogenicity
269,Pathogenic/Likely pathogenic
270,Pathogenic
271,Pathogenic
272,Pathogenic
273,Pathogenic
274,Pathogenic
275,Pathogenic
276,Uncertain significance
277,Pathogenic
278,Pathogenic
279,Benign
280,Pathogenic
281,Pathogenic
282,Pathogenic
283,Pathogenic
284,Pathogenic
285,Pathogenic
286,Conflicting interpretations of pathogenicity
287,Conflicting interpretations of pathogenicity
288,Pathogenic
289,Pathogenic
290,Pathogenic
291,Pathogenic
292,Pathogenic
293,Pathogenic
294,Pathogenic
295,Pathogenic
296,Pathogenic
297,Pathogenic
298,Pathogenic
299,Pathogenic
300,Pathogenic
301,Pathogenic
302,Pathogenic/Likely pathogenic
303,Pathogenic/Likely pathogenic
304,Pathogenic/Likely pathogenic
305,Pathogenic/Likely pathogenic
306,Pathogenic/Likely pathogenic
307,Pathogenic/Likely pathogenic
308,Uncertain significance
309,Pathogenic
310,Pathogenic
311,Pathogenic
312,Pathogenic
313,Pathogenic
314,Pathogenic
315,Pathogenic
316,Pathogenic
317,Pathogenic
318,Pathogenic/Likely pathogenic
319,Pathogenic/Likely pathogenic
320,Pathogenic/Likely pathogenic
321,Pathogenic/Likely pathogenic
322,Pathogenic
323,Pathogenic
324,Pathogenic
325,Pathogenic/Likely pathogenic
326,Pathogenic/Likely pathogenic
327,Pathogenic/Likely pathogenic
328,Pathogenic/Likely pathogenic
329,Pathogenic/Likely pathogenic
330,Pathogenic/Likely pathogenic
331,Pathogenic/Likely pathogenic
332,Pathogenic
333,Pathogenic
334,Pathogenic
335,Pathogenic
336,Pathogenic
337,Pathogenic
338,Pathogenic
339,Conflicting interpretations of pathogenicity
340,Conflicting interpretations of pathogenicity
341,Conflicting interpretations of pathogenicity
342,Conflicting interpretations of pathogenicity
343,Pathogenic/Likely pathogenic
344,Pathogenic/Likely pathogenic
345,Pathogenic/Likely pathogenic
346,Pathogenic/Likely pathogenic
347,Pathogenic
348,Pathogenic
349,Pathogenic/Likely pathogenic
350,Pathogenic/Likely pathogenic
351,Pathogenic/Likely pathogenic
352,Pathogenic/Likely pathogenic
353,Pathogenic/Likely pathogenic
354,Pathogenic/Likely pathogenic
355,Pathogenic/Likely pathogenic
356,Pathogenic
357,Pathogenic
358,Pathogenic
359,Pathogenic
360,Pathogenic
361,Pathogenic
362,Pathogenic
363,Pathogenic
364,Pathogenic
365,Pathogenic
366,Pathogenic
367,Pathogenic
368,Pathogenic
369,Pathogenic
370,Pathogenic
371,Pathogenic
372,Pathogenic
373,Pathogenic
374,Pathogenic
375,Pathogenic
376,Pathogenic
377,Pathogenic
378,Pathogenic
379,Conflicting interpretations of pathogenicity; risk factor
380,Conflicting interpretations of pathogenicity; risk factor
381,Conflicting interpretations of pathogenicity; risk factor
382,Conflicting interpretations of pathogenicity; risk factor
383,Conflicting interpretations of pathogenicity; risk factor
384,Conflicting interpretations of pathogenicity; risk factor
385,Pathogenic
386,Pathogenic
387,Pathogenic
388,Conflicting interpretations of pathogenicity
389,Conflicting interpretations of pathogenicity
390,Conflicting interpretations of pathogenicity
391,Conflicting interpretations of pathogenicity
392,Pathogenic
393,Pathogenic
394,Pathogenic
395,Pathogenic/Likely pathogenic
396,Pathogenic/Likely pathogenic
397,Pathogenic
398,Pathogenic
399,Pathogenic
400,Uncertain significance
401,Conflicting interpretations of pathogenicity
402,Conflicting interpretations of pathogenicity
403,Conflicting interpretations of pathogenicity
404,Conflicting interpretations of pathogenicity
405,Conflicting interpretations of pathogenicity
406,Conflicting interpretations of pathogenicity
407,Pathogenic
408,Pathogenic
409,Pathogenic
410,Pathogenic
411,Pathogenic
412,Conflicting interpretations of pathogenicity
413,Pathogenic
414,Pathogenic
415,Pathogenic
416,Pathogenic
417,Pathogenic
418,Pathogenic
419,Pathogenic
420,Pathogenic
421,Pathogenic
422,Pathogenic
423,Pathogenic
424,Pathogenic
425,Pathogenic
426,Likely pathogenic
427,Likely pathogenic
428,Pathogenic
429,Pathogenic
430,Pathogenic
431,Pathogenic
432,Pathogenic
433,Pathogenic
434,Pathogenic
435,Pathogenic
436,Pathogenic
437,Pathogenic
438,Pathogenic
439,Pathogenic
440,Pathogenic
441,Pathogenic
442,Pathogenic
443,Conflicting interpretations of pathogenicity
444,Pathogenic
445,Pathogenic
446,Likely pathogenic
447,Likely pathogenic
448,Pathogenic
449,Pathogenic
450,Pathogenic
451,Pathogenic
452,Pathogenic
453,Pathogenic
454,Pathogenic
455,Pathogenic
456,Pathogenic
457,Pathogenic
458,Pathogenic
459,Pathogenic
460,Pathogenic
461,Pathogenic
462,Pathogenic
463,Pathogenic
464,Pathogenic
465,Likely pathogenic
466,Likely pathogenic
467,Pathogenic
468,Pathogenic
469,Pathogenic
470,Pathogenic
471,Pathogenic/Likely pathogenic
472,Pathogenic/Likely pathogenic
473,Pathogenic/Likely pathogenic
474,Pathogenic/Likely pathogenic
475,Pathogenic/Likely pathogenic
476,Pathogenic
477,Pathogenic
478,Pathogenic
479,Pathogenic/Likely pathogenic
480,Pathogenic
481,Pathogenic
482,Pathogenic
483,Pathogenic
484,Pathogenic
485,Pathogenic
486,Pathogenic
487,Uncertain significance
488,Pathogenic
489,Pathogenic
490,Uncertain significance
491,Conflicting interpretations of pathogenicity
492,Pathogenic
493,Pathogenic
494,Pathogenic
495,Likely pathogenic
496,Likely pathogenic
497,Pathogenic
498,Pathogenic
499,Pathogenic
500,Pathogenic
501,Pathogenic
502,Pathogenic
503,Pathogenic
504,drug response
505,drug response
506,drug response
507,Uncertain significance
508,Benign
509,Benign
510,Pathogenic
511,Pathogenic
512,Pathogenic
513,Pathogenic
514,Pathogenic
515,Pathogenic
516,Pathogenic
517,Conflicting interpretations of pathogenicity
518,Likely pathogenic
519,Pathogenic
520,Pathogenic
521,Pathogenic/Likely pathogenic
522,Pathogenic
523,Pathogenic
524,Uncertain significance
525,Uncertain significance
526,Pathogenic
527,Pathogenic
528,Pathogenic
529,Pathogenic
530,Pathogenic
531,Pathogenic
532,Pathogenic
533,Pathogenic/Likely pathogenic
534,Pathogenic
535,Pathogenic/Likely pathogenic
536,Pathogenic/Likely pathogenic
537,Pathogenic/Likely pathogenic
538,Uncertain significance
539,Pathogenic
540,Uncertain significance
541,Uncertain significance
542,Pathogenic
543,Pathogenic
544,Pathogenic/Likely pathogenic
545,Pathogenic
546,Likely pathogenic
547,Likely pathogenic
548,Pathogenic
549,Pathogenic
550,Pathogenic
551,Pathogenic
552,Pathogenic
553,Pathogenic
554,Pathogenic
555,Pathogenic
556,Pathogenic
557,Pathogenic
558,Pathogenic
559,Pathogenic
560,Pathogenic
561,Pathogenic
562,Pathogenic
563,Pathogenic
564,Pathogenic/Likely pathogenic
565,Likely pathogenic
566,Pathogenic
567,Pathogenic
568,Pathogenic
569,Pathogenic
570,Pathogenic
571,Pathogenic
572,Pathogenic
573,Pathogenic/Likely pathogenic
574,Pathogenic/Likely pathogenic
575,Pathogenic/Likely pathogenic
576,Pathogenic
577,Pathogenic
578,Pathogenic
579,Pathogenic
580,Pathogenic
581,Pathogenic
582,Conflicting interpretations of pathogenicity
583,Conflicting interpretations of pathogenicity
584,Pathogenic
585,Pathogenic
586,no interpretation for the single variant
587,Pathogenic
588,Likely pathogenic
589,Pathogenic
590,Uncertain significance
591,Pathogenic
592,Likely pathogenic
593,Likely pathogenic
594,Pathogenic
595,Pathogenic
596,Pathogenic
597,Pathogenic
598,Pathogenic
599,Pathogenic
600,Pathogenic
601,Pathogenic
602,Pathogenic/Likely pathogenic
603,Pathogenic/Likely pathogenic
604,Pathogenic
605,Pathogenic
606,Pathogenic
607,Pathogenic
608,Pathogenic
609,Pathogenic
610,Likely pathogenic
611,Likely pathogenic
612,Pathogenic
613,Pathogenic
614,Pathogenic
615,Pathogenic
616,Pathogenic
617,Pathogenic
618,Pathogenic
619,Pathogenic
620,Likely pathogenic
621,Pathogenic/Likely pathogenic
622,Pathogenic
623,Pathogenic/Likely pathogenic
624,Pathogenic
625,Pathogenic
626,Pathogenic
627,Likely pathogenic
628,Pathogenic
629,Pathogenic
630,Pathogenic
631,Pathogenic/Likely pathogenic
632,Likely pathogenic
633,Likely pathogenic
634,Likely pathogenic
635,Pathogenic
636,Pathogenic
637,Pathogenic
638,Pathogenic
639,Pathogenic
640,Likely pathogenic
641,Pathogenic
642,Pathogenic
643,Pathogenic
644,Pathogenic
645,Pathogenic
646,Pathogenic
647,Likely pathogenic
648,Likely pathogenic
649,Pathogenic
650,Pathogenic
651,Pathogenic
652,Pathogenic
653,Pathogenic
654,Likely pathogenic
655,Likely pathogenic
656,Pathogenic
657,Pathogenic
658,Pathogenic
659,Pathogenic
660,Pathogenic
661,Pathogenic
662,Likely pathogenic
663,Pathogenic
664,Pathogenic
665,Pathogenic/Likely pathogenic
666,Pathogenic/Likely pathogenic
667,Pathogenic
668,Pathogenic
669,Pathogenic
670,Pathogenic; risk factor
671,Pathogenic; risk factor
672,Pathogenic; risk factor
673,Pathogenic; risk factor
674,Pathogenic; risk factor
675,Pathogenic; risk factor
676,Pathogenic; risk factor
677,Conflicting interpretations of pathogenicity
678,Conflicting interpretations of pathogenicity
679,Conflicting interpretations of pathogenicity
680,Pathogenic
681,Pathogenic
682,Pathogenic
683,Pathogenic
684,Pathogenic
685,Likely pathogenic
686,Pathogenic
687,Pathogenic
688,Pathogenic
689,Pathogenic/Likely pathogenic
690,Pathogenic/Likely pathogenic
691,Pathogenic/Likely pathogenic
692,Pathogenic
693,Conflicting interpretations of pathogenicity
694,Conflicting interpretations of pathogenicity
695,Pathogenic/Likely pathogenic
696,Pathogenic/Likely pathogenic
697,Pathogenic
698,Pathogenic
699,Pathogenic/Likely pathogenic
700,Pathogenic/Likely pathogenic
701,Pathogenic/Likely pathogenic
702,Pathogenic
703,Pathogenic
704,Pathogenic
705,Pathogenic
706,Pathogenic/Likely pathogenic
707,Pathogenic/Likely pathogenic
708,Pathogenic/Likely pathogenic
709,Pathogenic/Likely pathogenic
710,Pathogenic
711,Conflicting interpretations of pathogenicity
712,Conflicting interpretations of pathogenicity
713,Conflicting interpretations of pathogenicity
714,Conflicting interpretations of pathogenicity
715,Pathogenic
716,Pathogenic
717,Pathogenic
718,Pathogenic
719,Likely pathogenic
720,Pathogenic
721,Pathogenic
722,Pathogenic
723,Pathogenic
724,Pathogenic
725,Benign
726,Benign
727,Pathogenic
728,Pathogenic
729,Pathogenic/Likely pathogenic
730,Likely pathogenic
731,Pathogenic
732,Pathogenic
733,Likely pathogenic
734,Uncertain significance
735,Pathogenic/Likely pathogenic
736,Pathogenic/Likely pathogenic
737,Uncertain significance
738,Pathogenic/Likely pathogenic
739,Pathogenic/Likely pathogenic
740,Pathogenic
741,Likely pathogenic
742,Likely pathogenic
743,Pathogenic/Likely pathogenic
744,Pathogenic
745,Pathogenic
746,Pathogenic
747,Uncertain significance
748,Pathogenic
749,Pathogenic
750,Pathogenic/Likely pathogenic
751,Pathogenic/Likely pathogenic
752,Likely pathogenic
753,Pathogenic
754,Pathogenic
755,Pathogenic
756,Pathogenic
757,drug response
758,drug response
759,drug response
760,drug response
761,association
762,association
763,Pathogenic
764,Pathogenic
765,Pathogenic
766,Pathogenic
767,Pathogenic
768,Pathogenic
769,Pathogenic
770,Pathogenic
771,Pathogenic
772,Pathogenic
773,Pathogenic
774,Pathogenic
775,Pathogenic
776,Pathogenic
777,Conflicting interpretations of pathogenicity
778,Conflicting interpretations of pathogenicity
779,Conflicting interpretations of pathogenicity
780,Pathogenic/Likely pathogenic
781,Pathogenic/Likely pathogenic
782,Pathogenic
783,Pathogenic
784,Pathogenic/Likely pathogenic
785,Pathogenic/Likely pathogenic
786,Pathogenic/Likely pathogenic
787,Pathogenic/Likely pathogenic
788,Pathogenic/Likely pathogenic
789,Conflicting interpretations of pathogenicity
790,Conflicting interpretations of pathogenicity
791,Conflicting interpretations of pathogenicity
792,Pathogenic/Likely pathogenic
793,Pathogenic/Likely pathogenic
794,Pathogenic
795,risk factor
796,risk factor
797,risk factor
798,risk factor
799,risk factor
800,Pathogenic
801,Pathogenic
802,Pathogenic/Likely pathogenic
803,Pathogenic
804,Pathogenic
805,Conflicting interpretations of pathogenicity
806,Conflicting interpretations of pathogenicity
807,Conflicting interpretations of pathogenicity
808,Conflicting interpretations of pathogenicity
809,Pathogenic
810,Pathogenic
811,Pathogenic
812,Pathogenic
813,Pathogenic
814,Pathogenic
815,Pathogenic
816,Pathogenic
817,Pathogenic
818,Pathogenic
819,Pathogenic
820,Pathogenic
821,Pathogenic
822,Pathogenic
823,Pathogenic
824,Pathogenic/Likely pathogenic
825,Conflicting interpretations of pathogenicity
826,Conflicting interpretations of pathogenicity
827,Conflicting interpretations of pathogenicity
828,Conflicting interpretations of pathogenicity
829,Conflicting interpretations of pathogenicity
830,Uncertain significance
831,Uncertain significance
832,Uncertain significance
833,Conflicting interpretations of pathogenicity
834,Conflicting interpretations of pathogenicity
835,Conflicting interpretations of pathogenicity
836,Conflicting interpretations of pathogenicity
837,Conflicting interpretations of pathogenicity
838,Conflicting interpretations of pathogenicity
839,Uncertain significance
840,Uncertain significance
841,Uncertain significance
842,Pathogenic
843,Pathogenic
844,Pathogenic
845,Pathogenic
846,Pathogenic
847,Conflicting interpretations of pathogenicity
848,Conflicting interpretations of pathogenicity
849,Conflicting interpretations of pathogenicity
850,Conflicting interpretations of pathogenicity
